species,speccode,class,order,family,acc_name,match_type,confidence,gbif_key,synonym_of
Thryssa hamiltonii,589,Teleostei,Clupeiformes,Engraulidae,"Thryssa hamiltonii Gray, 1835",EXACT,99,2414159,
Thryssa kammalensis,590,Teleostei,Clupeiformes,Engraulidae,"Thryssa kammalensis (Bleeker, 1849)",EXACT,99,2414099,
Thryssa mystax,594,Teleostei,Clupeiformes,Engraulidae,"Thryssa mystax (Bloch & Schneider, 1801)",EXACT,99,2414107,
Thryssa setirostris,599,Teleostei,Clupeiformes,Engraulidae,"Thryssa setirostris (Broussonet, 1782)",EXACT,99,2414123,
Thryssa spinidens,600,Teleostei,Clupeiformes,Engraulidae,"Thryssa spinidens (Jordan & Seale, 1925)",EXACT,99,2414092,
Ephippus orbis,8243,Teleostei,Acanthuriformes,Ephippidae,"Ephippus orbis (Bloch, 1787)",EXACT,99,5211220,
Platax batavianus,10547,Teleostei,Acanthuriformes,Ephippidae,"Platax batavianus Cuvier, 1831",EXACT,99,2394317,
Platax boersii,14307,Teleostei,Acanthuriformes,Ephippidae,"Platax boersii Bleeker, 1853",EXACT,99,2394310,
Platax orbicularis,5737,Teleostei,Acanthuriformes,Ephippidae,"Platax orbicularis (Forsskål, 1775)",EXACT,99,2394300,
Platax pinnatus,5738,Teleostei,Acanthuriformes,Ephippidae,"Platax pinnatus (Linnaeus, 1758)",EXACT,99,2394307,
Platax teira,5739,Teleostei,Acanthuriformes,Ephippidae,"Platax teira (Forsskål, 1775)",EXACT,99,2394312,
Proteracanthus sarissophorus,24842,Teleostei,Acanthuriformes,Ephippidae,"Proteracanthus sarissophorus (Cantor, 1849)",EXACT,99,2394296,
Aethaloperca rogaa,6441,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Aethaloperca rogaa (Forsskål, 1775)",EXACT,99,2388085,
Anyperodon leucogrammicus,4922,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Anyperodon leucogrammicus (Valenciennes, 1828)",EXACT,99,2387816,
Cephalopholis argus,6396,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis argus Schneider, 1801",EXACT,99,2388891,
Cephalopholis aurantia,6443,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis aurantia (Valenciennes, 1828)",EXACT,99,2388858,
Cephalopholis boenak,6444,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis boenak (Bloch, 1790)",EXACT,99,2388825,
Cephalopholis cyanostigma,6445,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis cyanostigma (Valenciennes, 1828)",EXACT,99,2388876,
Cephalopholis formosa,6446,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis formosa (Shaw, 1812)",EXACT,99,2388839,
Cephalopholis igarashiensis,5366,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis igarashiensis Katayama, 1957",EXACT,99,2388863,
Cephalopholis microprion,6449,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis microprion (Bleeker, 1852)",EXACT,99,2388881,
Cephalopholis miniata,6450,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis miniata (Forsskål, 1775)",EXACT,99,2388916,
Cephalopholis sexmaculata,6453,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis sexmaculata (Rüppell, 1830)",EXACT,99,2388884,
Cephalopholis sonnerati,6454,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis sonnerati (Valenciennes, 1828)",EXACT,99,2388927,
Cephalopholis spiloparaea,6455,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis spiloparaea (Valenciennes, 1828)",EXACT,99,2388857,
Cephalopholis urodeta,6456,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Cephalopholis urodeta (Forster, 1801)",EXACT,99,2388937,
Chromileptes altivelis,6457,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Chromileptes altivelis (Valenciennes, 1828)",EXACT,98,2387953,2387947
Epinephelus amblycephalus,6459,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus amblycephalus (Bleeker, 1857)",EXACT,99,2388437,
Epinephelus areolatus,5367,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus areolatus (Forsskål, 1775)",EXACT,99,2388152,
Epinephelus bleekeri,7333,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus bleekeri (Vaillant, 1878)",EXACT,99,2388337,
Epinephelus chlorostigma,5524,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus chlorostigma (Valenciennes, 1828)",EXACT,99,2388167,
Epinephelus coeruleopunctatus,6440,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus coeruleopunctatus (Bloch, 1790)",EXACT,99,2388316,
Epinephelus coioides,6465,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus coioides (Hamilton, 1822)",EXACT,99,2388213,
Epinephelus corallicola,6466,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus corallicola (Valenciennes, 1828)",EXACT,99,2387823,
Epinephelus cyanopodus,5349,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus cyanopodus (Richardson, 1846)",EXACT,99,2388288,
Epinephelus diacanthus,7340,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus diacanthus (Valenciennes, 1828)",EXACT,99,2388126,
Epinephelus erythrurus,7343,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus erythrurus (Valenciennes, 1828)",EXACT,99,2388275,
Epinephelus fasciatomaculosus,6467,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus fasciatomaculosus (Peters, 1865)",EXACT,99,2388606,
Epinephelus fasciatus,5348,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus fasciatus (Forsskål, 1775)",EXACT,99,2388344,
Epinephelus fuscoguttatus,4460,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus fuscoguttatus (Forsskål, 1775)",EXACT,99,2388440,
Epinephelus heniochus,7347,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus heniochus Fowler, 1904",EXACT,99,2388550,
Epinephelus lanceolatus,6468,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus lanceolatus (Bloch, 1790)",EXACT,99,2388587,
Epinephelus latifasciatus,7350,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus latifasciatus (Temminck & Schlegel, 1842)",EXACT,99,2388552,
Epinephelus macrospilos,6661,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus macrospilos (Bleeker, 1855)",EXACT,99,2388141,
Epinephelus maculatus,5350,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus maculatus (Bloch, 1790)",EXACT,99,2388229,
Epinephelus malabaricus,6439,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus malabaricus (Bloch & Schneider, 1801)",EXACT,99,2388220,
Epinephelus merra,4923,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus merra Bloch, 1793",EXACT,99,2388193,
Epinephelus morrhua,5353,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus morrhua (Valenciennes, 1833)",EXACT,99,2388162,
Epinephelus ongus,6472,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus ongus (Bloch, 1790)",EXACT,99,2388318,
Epinephelus quoyanus,6475,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus quoyanus (Valenciennes, 1830)",EXACT,99,2388148,
Epinephelus sexfasciatus,4825,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus sexfasciatus (Valenciennes, 1828)",EXACT,99,2388602,
Epinephelus summana,7366,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus summana (Forsskål, 1775)",EXACT,99,2388321,
Epinephelus tauvina,4461,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus tauvina (Forsskål, 1775)",EXACT,99,2388137,
Epinephelus undulosus,6476,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Epinephelus undulosus (Quoy & Gaimard, 1824)",EXACT,97,9709595,
Gracila albomarginata,6477,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Gracila albomarginata (Fowler & Bean, 1930)",EXACT,99,2387970,
Plectropomus laevis,7372,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Plectropomus laevis (Lacepède, 1801)",EXACT,99,5210141,
Plectropomus leopardus,4826,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Plectropomus leopardus (Lacepède, 1802)",EXACT,99,5210114,
Plectropomus maculatus,4886,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Plectropomus maculatus (Bloch, 1790)",EXACT,99,5210118,
Plectropomus oligacanthus,7319,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Plectropomus oligacanthus (Bleeker, 1855)",EXACT,99,5210122,
Variola albimarginata,6478,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Variola albimarginata Baissac, 1953",EXACT,99,2389116,
Variola louti,5354,Teleostei,Perciformes/Serranoidei,Epinephelidae,"Variola louti (Forsskål, 1775)",EXACT,99,2389100,
Cheilopogon abei,15316,Teleostei,Beloniformes,Exocoetidae,"Cheilopogon abei Parin, 1996",EXACT,99,5207957,
Cheilopogon atrisignis,7509,Teleostei,Beloniformes,Exocoetidae,"Cheilopogon atrisignis (Jenkins, 1903)",EXACT,99,5207993,
Cheilopogon cyanopterus,7695,Teleostei,Beloniformes,Exocoetidae,"Cheilopogon cyanopterus (Valenciennes, 1847)",EXACT,99,5207948,
Cheilopogon furcatus,1028,Teleostei,Beloniformes,Exocoetidae,"Cheilopogon furcatus (Mitchill, 1815)",EXACT,99,5207977,
Cheilopogon intermedius,15346,Teleostei,Beloniformes,Exocoetidae,"Cheilopogon intermedius Parin, 1961",EXACT,99,5207968,
Cheilopogon spilopterus,15358,Teleostei,Beloniformes,Exocoetidae,"Cheilopogon spilopterus (Valenciennes, 1847)",EXACT,99,5207971,
Cypselurus neglectus,71626,Teleostei,Beloniformes,Exocoetidae,"Cypselurus neglectus (Bleeker, 1865)",EXACT,98,11996520,5207927
Cypselurus oligolepis,15365,Teleostei,Beloniformes,Exocoetidae,"Cypselurus oligolepis (Bleeker, 1865)",EXACT,99,5207927,
Parexocoetus mento,4904,Teleostei,Beloniformes,Exocoetidae,"Parexocoetus mento (Valenciennes, 1847)",EXACT,99,2368598,
Fistularia commersonii,5444,Teleostei,Syngnathiformes,Fistulariidae,"Fistularia commersonii Rüppell, 1838",EXACT,99,5200938,
Fistularia petimba,3276,Teleostei,Syngnathiformes,Fistulariidae,"Fistularia petimba Lacepède, 1803",EXACT,99,5200931,
Galeocerdo cuvier,886,Elasmobranchii,Carcharhiniformes,Galeocerdonidae,"Galeocerdo cuvier (Péron & Lesueur, 1822)",EXACT,99,2418234,
Gastromyzon aequabilis,63166,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon aequabilis Tan, 2006",EXACT,99,2358870,
Gastromyzon aeroides,62560,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon aeroides Tan & Sulaiman, 2006",EXACT,99,2358885,
Gastromyzon auronigrus,63175,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon auronigrus Tan, 2006",EXACT,99,2358895,
Gastromyzon bario,63152,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon bario Tan, 2006",EXACT,99,2358896,
Gastromyzon borneensis,22701,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon borneensis Günther, 1874",EXACT,99,2358874,
Gastromyzon cornusaccus,63147,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon cornusaccus Tan, 2006",EXACT,99,2358876,
Gastromyzon crenastus,63181,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon crenastus Tan & Leh, 2006",EXACT,99,2358890,
Gastromyzon ctenocephalus,22841,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon ctenocephalus Roberts, 1982",EXACT,99,2358902,
Gastromyzon danumensis,22843,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon danumensis Chin & Inger, 1989",EXACT,99,2358891,
Gastromyzon extrorsus,63149,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon extrorsus Tan, 2006",EXACT,99,2358899,
Gastromyzon farragus,63182,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon farragus Tan & Leh, 2006",EXACT,99,2358877,
Gastromyzon fasciatus,22844,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon fasciatus Inger & Chin, 1961",EXACT,99,2358878,
Gastromyzon ingeri,63167,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon ingeri Tan, 2006",EXACT,99,2358897,
Gastromyzon introrsus,63151,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon introrsus Tan, 2006",EXACT,99,2358884,
Gastromyzon katibasensis,63183,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon katibasensis Leh & Chai, 2003",EXACT,99,2358879,
Gastromyzon lepidogaster,22845,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon lepidogaster Roberts, 1982",EXACT,99,2358905,
Gastromyzon megalepis,22847,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon megalepis Roberts, 1982",EXACT,99,2358880,
Gastromyzon monticola,22850,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon monticola (Vaillant, 1889)",EXACT,99,2358871,
Gastromyzon ocellatus,62206,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon ocellatus Tan & Ng, 2004",EXACT,99,2358888,
Gastromyzon ornaticauda,56317,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon ornaticauda Tan & Martin-Smith, 1998",EXACT,99,2358873,
Gastromyzon pariclavis,56316,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon pariclavis Tan & Martin-Smith, 1998",EXACT,99,2358892,
Gastromyzon punctulatus,5439,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon punctulatus Inger & Chin, 1961",EXACT,99,2358893,
Gastromyzon ridens,22851,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon ridens Roberts, 1982",EXACT,99,2358886,
Gastromyzon scitulus,63180,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon scitulus Tan & Leh, 2006",EXACT,99,2358875,
Gastromyzon spectabilis,63172,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon spectabilis Tan, 2006",EXACT,99,2358904,
Gastromyzon stellatus,63163,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon stellatus Tan, 2006",EXACT,99,2358903,
Gastromyzon umbrus,63156,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon umbrus Tan, 2006",EXACT,99,2358900,
Gastromyzon viriosus,63174,Teleostei,Cypriniformes,Gastromyzontidae,"Gastromyzon viriosus Tan, 2006",EXACT,99,2358869,
Glaniopsis denudata,22853,Teleostei,Cypriniformes,Gastromyzontidae,"Glaniopsis denudata Roberts, 1982",EXACT,99,2358825,
Glaniopsis gossei,22854,Teleostei,Cypriniformes,Gastromyzontidae,"Glaniopsis gossei Roberts, 1982",EXACT,99,2358823,
Glaniopsis hanitschi,22857,Teleostei,Cypriniformes,Gastromyzontidae,"Glaniopsis hanitschi Boulenger, 1899",EXACT,99,2358824,
Glaniopsis multiradiata,22861,Teleostei,Cypriniformes,Gastromyzontidae,"Glaniopsis multiradiata Roberts, 1982",EXACT,99,2358826,
Hypergastromyzon eubranchus,22968,Teleostei,Cypriniformes,Gastromyzontidae,"Hypergastromyzon eubranchus Roberts, 1991",EXACT,99,2358818,
Katibasia insidiosa,62110,Teleostei,Cypriniformes,Gastromyzontidae,"Katibasia insidiosa Kottelat, 2004",EXACT,99,2358754,
Neogastromyzon chini,63177,Teleostei,Cypriniformes,Gastromyzontidae,"Neogastromyzon chini Tan, 2006",EXACT,99,2358695,
Neogastromyzon crassiobex,63176,Teleostei,Cypriniformes,Gastromyzontidae,"Neogastromyzon crassiobex Tan, 2006",EXACT,99,2358696,
Neogastromyzon nieuwenhuisii,22984,Teleostei,Cypriniformes,Gastromyzontidae,"Neogastromyzon nieuwenhuisii Popta, 1905",EXACT,99,2358697,
Neogastromyzon pauciradiatus,22987,Teleostei,Cypriniformes,Gastromyzontidae,"Neogastromyzon pauciradiatus (Inger & Chin, 1961)",EXACT,99,2358701,
Parhomaloptera microstoma,22989,Teleostei,Cypriniformes,Gastromyzontidae,"Parhomaloptera microstoma (Boulenger, 1899)",EXACT,99,2357542,
Protomyzon aphelocheilus,22990,Teleostei,Cypriniformes,Gastromyzontidae,"Protomyzon aphelocheilus Inger & Chin, 1962",EXACT,99,2358510,
Protomyzon borneensis,22991,Teleostei,Cypriniformes,Gastromyzontidae,"Protomyzon borneensis Hora & Jayaram, 1952",EXACT,99,2358509,
Protomyzon griswoldi,22995,Teleostei,Cypriniformes,Gastromyzontidae,"Protomyzon griswoldi (Hora & Jayaram, 1952)",EXACT,99,2358507,
Protomyzon whiteheadi,22996,Teleostei,Cypriniformes,Gastromyzontidae,"Protomyzon whiteheadi (Vaillant, 1894)",EXACT,99,2358505,
Gempylus serpens,1041,Teleostei,Scombriformes,Gempylidae,"Gempylus serpens Cuvier, 1829",EXACT,99,2397775,
Neoepinnula orientalis,3906,Teleostei,Scombriformes,Gempylidae,"Neoepinnula orientalis (Gilchrist & von Bonde, 1924)",EXACT,99,2397765,
Rexea bengalensis,8486,Teleostei,Scombriformes,Gempylidae,"Rexea bengalensis (Alcock, 1894)",EXACT,99,2397843,
Rexea prometheoides,7697,Teleostei,Scombriformes,Gempylidae,"Rexea prometheoides (Bleeker, 1856)",EXACT,99,2397833,
Thyrsitoides marleyi,7698,Teleostei,Scombriformes,Gempylidae,"Thyrsitoides marleyi Fowler, 1929",EXACT,99,2397823,
Gerres erythrourus,5800,Teleostei,Eupercaria/misc,Gerreidae,"Gerres erythrourus (Bloch, 1791)",EXACT,99,2369375,
Gerres filamentosus,4463,Teleostei,Eupercaria/misc,Gerreidae,"Gerres filamentosus Cuvier, 1829",EXACT,99,2369436,
Gerres longirostris,7699,Teleostei,Eupercaria/misc,Gerreidae,"Gerres longirostris (Lacepède, 1801)",EXACT,99,9596396,
Gerres oblongus,5801,Teleostei,Eupercaria/misc,Gerreidae,"Gerres oblongus Cuvier, 1830",EXACT,99,2369411,
Gerres oyena,5996,Teleostei,Eupercaria/misc,Gerreidae,"Gerres oyena (Forsskål, 1775)",EXACT,99,2369396,
Gerres setifer,13425,Teleostei,Eupercaria/misc,Gerreidae,"Gerres setifer (Hamilton, 1822)",EXACT,99,2369437,
Gerres silaceus,59247,Teleostei,Eupercaria/misc,Gerreidae,"Gerres silaceus Iwatsuki, Kimura & Yoshino, 2001",EXACT,99,2369447,
Pentaprion longimanus,4448,Teleostei,Eupercaria/misc,Gerreidae,"Pentaprion longimanus (Cantor, 1849)",EXACT,99,2369497,
Nebrius ferrugineus,5895,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,"Nebrius ferrugineus (Lesson, 1831)",EXACT,99,2417496,
Glaucosoma hebraicum,14956,Teleostei,Acropomatiformes,Glaucosomatidae,"Glaucosoma hebraicum Richardson, 1845",EXACT,99,2374651,
Glaucostegus obtusus,12576,Elasmobranchii,Rhinopristiformes,Glaucostegidae,"Glaucostegus obtusus (Müller & Henle, 1841)",EXACT,99,9341842,
Glaucostegus thouin,12578,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus thouin,EXACT,99,7193836,
Glaucostegus typus,12577,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus typus,EXACT,99,2418924,
Flabellicauda alleni,70309,Teleostei,Gobiesociformes,Gobiesocidae,"Flabellicauda alleni Fujiwara, Conway & Motomura, 2021",EXACT,99,12189056,
Acentrogobius cyanomos,25062,Teleostei,Gobiiformes,Gobiidae,"Acentrogobius cyanomos (Bleeker, 1849)",EXACT,99,2376418,
Acentrogobius moloanus,23582,Teleostei,Gobiiformes,Gobiidae,"Acentrogobius moloanus (Herre, 1927)",EXACT,99,2375811,
Amblyeleotris diagonalis,13152,Teleostei,Gobiiformes,Gobiidae,"Amblyeleotris diagonalis Polunin & Lubbock, 1979",EXACT,99,2378809,
Amblyeleotris guttata,6671,Teleostei,Gobiiformes,Gobiidae,"Amblyeleotris guttata (Fowler, 1938)",EXACT,99,2378829,
Amblyeleotris latifasciata,47046,Teleostei,Gobiiformes,Gobiidae,"Amblyeleotris latifasciata Polunin & Lubbock, 1979",EXACT,99,2378800,
Amblyeleotris randalli,7232,Teleostei,Gobiiformes,Gobiidae,"Amblyeleotris randalli Hoese & Steene, 1978",EXACT,99,2378837,
Amblyeleotris rubrimarginata,61007,Teleostei,Gobiiformes,Gobiidae,"Amblyeleotris rubrimarginata Mohlmann & Randall, 2002",EXACT,99,2378856,
Amblygobius stethophthalmus,62722,Teleostei,Gobiiformes,Gobiidae,"Amblygobius stethophthalmus (Bleeker, 1851)",EXACT,99,2378295,
Amblyotrypauchen arctocephalus,59255,Teleostei,Gobiiformes,Gobiidae,"Amblyotrypauchen arctocephalus (Alcock, 1890)",EXACT,99,2378169,
Asterropteryx bipunctata,58617,Teleostei,Gobiiformes,Gobiidae,"Asterropteryx bipunctata Allen & Munday, 1995",EXACT,99,2378135,
Asterropteryx striata,58618,Teleostei,Gobiiformes,Gobiidae,"Asterropteryx striata Allen & Munday, 1995",EXACT,99,2378141,
Aulopareia caerulostellata,71724,Teleostei,Gobiiformes,Gobiidae,"Aulopareia Smith, 1945",HIGHERRANK,94,2378367,
Bathygobius fuscus,7201,Teleostei,Gobiiformes,Gobiidae,"Bathygobius fuscus (Rüppell, 1830)",EXACT,99,2377024,
Brachygobius aggregatus,11802,Teleostei,Gobiiformes,Gobiidae,"Brachygobius aggregatus Herre, 1940",EXACT,99,2377143,
Brachygobius doriae,25066,Teleostei,Gobiiformes,Gobiidae,"Brachygobius doriae (Günther, 1868)",EXACT,99,2377140,
Brachygobius kabiliensis,25067,Teleostei,Gobiiformes,Gobiidae,"Brachygobius kabiliensis Inger, 1958",EXACT,99,2377132,
Brachygobius nunus,25235,Teleostei,Gobiiformes,Gobiidae,"Brachygobius nunus (Hamilton, 1822)",EXACT,99,2377144,
Brachygobius xanthomelas,25069,Teleostei,Gobiiformes,Gobiidae,"Brachygobius xanthomelas Herre, 1937",EXACT,99,2377148,
Bryaninops natans,7205,Teleostei,Gobiiformes,Gobiidae,"Bryaninops natans Larson, 1985",EXACT,99,2375632,
Bryaninops tigris,7282,Teleostei,Gobiiformes,Gobiidae,"Bryaninops tigris Larson, 1985",EXACT,99,2375625,
Bryaninops yongei,7251,Teleostei,Gobiiformes,Gobiidae,"Bryaninops yongei (Davis & Cohen, 1969)",EXACT,99,2375637,
Cabillus lacertops,23692,Teleostei,Gobiiformes,Gobiidae,"Cabillus lacertops Smith, 1959",EXACT,99,2378764,
Callogobius clitellus,27559,Teleostei,Gobiiformes,Gobiidae,"Callogobius clitellus McKinney & Lachner, 1978",EXACT,99,2379351,
Cryptocentrus leptocephalus,25799,Teleostei,Gobiiformes,Gobiidae,"Cryptocentrus leptocephalus Bleeker, 1876",EXACT,99,5209071,
Cryptocentrus nigrocellatus,23637,Teleostei,Gobiiformes,Gobiidae,"Cryptocentrus nigrocellatus (Yanagisawa, 1978)",EXACT,99,5209066,
Cryptocentrus pavoninoides,59242,Teleostei,Gobiiformes,Gobiidae,"Cryptocentrus pavoninoides (Bleeker, 1849)",EXACT,99,5209063,
Cryptocentrus sericus,67818,Teleostei,Gobiiformes,Gobiidae,"Cryptocentrus sericus Herre, 1932",EXACT,99,8384404,
Ctenogobiops aurocingulus,7237,Teleostei,Gobiiformes,Gobiidae,"Ctenogobiops aurocingulus (Herre, 1935)",EXACT,99,2379159,
Discordipinna filamentosa,67394,Teleostei,Gobiiformes,Gobiidae,"Discordipinna filamentosa Chen, Suzuki & Shao, 2012",EXACT,99,8334731,
Discordipinna griessingeri,7212,Teleostei,Gobiiformes,Gobiidae,"Discordipinna griessingeri Hoese & Fourmanoir, 1978",EXACT,99,2378725,
Discordipinna vibrissa,71547,Teleostei,Gobiiformes,Gobiidae,"Discordipinna Hoese & Fourmanoir, 1978",HIGHERRANK,94,2378724,
Dotsugobius bleekeri,27566,Teleostei,Gobiiformes,Gobiidae,"Dotsugobius Shibukawa, Suzuki & Senou, 2014",HIGHERRANK,92,10476870,
Eugnathogobius ganuensis,71491,Teleostei,Gobiiformes,Gobiidae,"Eugnathogobius Smith, 1931",HIGHERRANK,94,2377529,
